pipeline_name,Pipeline,procedure_name,Procedure,parameter_name,Parameter,strain_accession_id,Strain,genetic_background,gene_symbol,Gene,allele_symbol,Allele,Center,Genotype,Assay.Date,date_of_birth,age_in_weeks,developmental_stage_name,Zygosity,Sex,biological_sample_group,external_sample_id,Metadata,MetadataGroup,Weight,production_center,Value
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-15,14,postnatal,homozygote,female,control,84655,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,24.4,WTSI,0.59959
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18115,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.4,WTSI,0.652817
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-06,14,postnatal,homozygote,male,control,14824,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,30.2,WTSI,0.640728
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-01,2008-01-24,14,postnatal,homozygote,female,control,38662,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,23.9,WTSI,0.664435
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,male,control,33178,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.3,WTSI,0.675427
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-29,2007-11-18,14,postnatal,homozygote,female,control,16795,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.0,WTSI,0.683846
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-19,2007-11-11,14,postnatal,homozygote,male,control,15211,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,24.2,WTSI,0.72686
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,male,control,18118,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,30.3,WTSI,0.681188
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-10-23,2008-07-18,13,postnatal,homozygote,female,control,89023,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,23.1,WTSI,0.664935
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-18,2007-12-16,13,postnatal,homozygote,female,control,19502,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.1,WTSI,0.677224
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,female,control,33208,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.8,WTSI,0.634028
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-27,2007-11-19,14,postnatal,homozygote,male,control,16779,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.3,WTSI,0.717647
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2009-03-30,2008-12-22,14,postnatal,homozygote,female,control,165087,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.6,WTSI,0.612109
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-14,2008-01-07,14,postnatal,homozygote,male,control,29976,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,34.7,WTSI,0.641499
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,male,control,33179,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,30.0,WTSI,0.669333
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-14,2008-01-07,14,postnatal,homozygote,male,control,29967,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.3,WTSI,0.632508
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,female,control,33212,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,27.5,WTSI,0.652727
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-28,2007-11-18,14,postnatal,homozygote,male,control,16774,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.8,WTSI,0.676736
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18117,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.1,WTSI,0.603915
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18114,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.2,WTSI,0.65
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,female,control,33215,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.3,WTSI,0.663118
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-06,14,postnatal,homozygote,male,control,14828,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,30.8,WTSI,0.625974
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-25,2007-11-18,14,postnatal,homozygote,female,control,16792,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,22.6,WTSI,0.683628
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,male,control,18124,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,30.4,WTSI,0.678618
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-18,2007-12-17,13,postnatal,homozygote,male,control,19492,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.2,WTSI,0.701027
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-27,2007-11-19,14,postnatal,homozygote,male,control,16780,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,31.4,WTSI,0.667834
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-19,2007-11-11,14,postnatal,homozygote,female,control,16754,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.0,WTSI,0.660714
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-17,13,postnatal,homozygote,female,control,19510,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.9,WTSI,0.716216
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,male,control,18121,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,26.2,WTSI,0.71374
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-02,2008-01-26,13,postnatal,homozygote,female,control,38661,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.3,WTSI,0.667984
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-19,2007-11-11,14,postnatal,homozygote,male,control,15212,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.0,WTSI,0.651786
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-16,13,postnatal,homozygote,male,control,19498,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.9,WTSI,0.711854
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-28,2007-11-19,14,postnatal,homozygote,male,control,16777,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,32.9,WTSI,0.68845
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-06,14,postnatal,homozygote,male,control,14827,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.2,WTSI,0.675532
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,male,control,18125,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,30.8,WTSI,0.679221
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-14,2008-01-07,14,postnatal,homozygote,male,control,29977,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,35.0,WTSI,0.662
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-02,2008-01-26,13,postnatal,homozygote,female,control,38660,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.7,WTSI,0.673541
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-06,14,postnatal,homozygote,male,control,14826,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.8,WTSI,0.646309
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-28,2008-01-20,14,postnatal,homozygote,female,control,33209,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.6,WTSI,0.613287
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-19,2007-11-11,14,postnatal,homozygote,female,control,15223,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,19.8,WTSI,0.693939
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-19,2007-11-11,14,postnatal,homozygote,female,control,15220,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,27.8,WTSI,0.63705
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-05,14,postnatal,homozygote,male,control,14823,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,37.8,WTSI,0.61746
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-28,2007-11-18,14,postnatal,homozygote,male,control,16775,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,33.7,WTSI,0.646588
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-21,2007-11-11,14,postnatal,homozygote,male,control,15219,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,28.8,WTSI,0.665972
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-15,2007-11-05,14,postnatal,homozygote,male,control,14820,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,34.0,WTSI,0.642059
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,male,control,18127,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,34.4,WTSI,0.649128
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18111,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,24.3,WTSI,0.660082
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-27,2007-11-19,14,postnatal,homozygote,female,control,16798,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,23.0,WTSI,0.701304
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-27,2007-11-18,14,postnatal,homozygote,female,control,16796,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,24.9,WTSI,0.644578
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-14,2008-01-07,14,postnatal,homozygote,male,control,29966,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,34.0,WTSI,0.594706
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-04-14,2008-01-07,14,postnatal,homozygote,male,control,29973,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,34.7,WTSI,0.71268
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-18,2007-12-16,13,postnatal,homozygote,female,control,19505,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.7,WTSI,0.640067
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18112,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,22.9,WTSI,0.673362
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-05,2007-11-25,14,postnatal,homozygote,female,control,18108,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,25.6,WTSI,0.668359
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-05-01,2008-01-24,14,postnatal,homozygote,male,control,38656,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,31.4,WTSI,0.628344
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-19,2007-11-11,14,postnatal,homozygote,female,control,15221,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,21.8,WTSI,0.711927
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-03-20,2007-12-17,13,postnatal,homozygote,female,control,19508,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,29.1,WTSI,0.616151
EUMODIC Pipeline 1,ESLIM_001,DEXA,ESLIM_005_001,Lean/Body weight,ESLIM_005_001_702,MGI:3050593,129S/SvEv,involves: 129S/SvEv,-,-,-,-,WTSI,+/+,2008-02-26,2007-11-18,14,postnatal,homozygote,male,control,16773,"[Equipment name = Densitometer, Equipment manufacturer = GE LUNAR, Equipment model = Lunar PIXImus 2, Mouse status = Anaesthetised]",45a983be46dc06a6a3ed8663d3d673ed,31.8,WTSI,0.687736
